-40.716,-2.85,2.9252,1.2869,0.082684,-0.019372,-0.019372,0.12229,1,1,55
-40.716,-1.85,2.8851,1.2905,0.076031,-0.021531,-0.021531,0.11926,1,1,36
-39.716,-3.85,3.2453,1.2562,0.15029,-0.0031815,-0.0031815,0.14054,1,1,15
-39.716,-2.85,3.0002,1.2749,0.11651,0.00073099,0.00073099,0.14996,1,1,200
-39.716,-1.85,2.9087,1.3055,0.077931,-0.015182,-0.015182,0.13368,1,1,117
-38.716,-3.85,3.1344,1.1638,0.17366,0.017095,0.017095,0.14659,1,1,130
-38.716,-2.85,3.0589,1.1817,0.11436,-0.0032616,-0.0032616,0.10637,0.94391,1,334
-38.716,-2.85,3.0517,1.7775,0.91847,0.079993,0.079993,0.20137,0.056089,1,334
-38.716,-1.85,2.9356,1.2827,0.15504,0.010889,0.010889,0.13424,1,1,109
-37.716,-4.85,3.4279,0.97846,0.024296,0.020856,0.020856,0.052272,0.53846,1,13
-37.716,-4.85,2.5355,0.99587,0.035234,0.021105,0.021105,0.019791,0.46154,1,13
-37.716,-3.85,3.2377,1.0951,0.1517,0.0038671,0.0038671,0.0878,0.99043,1,209
-37.716,-3.85,3.2962,2.4737,0.000961,0.0027621,0.0027621,0.0079387,0.0095694,1,209
-37.716,-2.85,3.2043,1.1742,0.12184,-0.0054368,-0.0054368,0.099795,0.93464,1,459
-37.716,-2.85,0.021799,1.1915,0.12143,-0.044317,-0.044317,0.094114,0.065359,1,459
-37.716,-1.85,3.1321,1.2643,0.24903,0.021356,0.021356,0.097443,1,1,96
-36.716,-4.85,3.4788,1.0857,0.61102,-0.071967,-0.071967,0.15401,1,1,17
-36.716,-3.85,3.3125,1.1394,0.10203,-0.015495,-0.015495,0.10379,0.84704,1,242
-36.716,-3.85,0.021616,1.0791,0.20642,-0.015649,-0.015649,0.098866,0.15296,1,242
-36.716,-2.85,3.3313,1.18,0.1046,-0.0099575,-0.0099575,0.094462,0.76254,1,598
-36.716,-2.85,0.13627,1.1213,0.13467,-0.023707,-0.023707,0.10445,0.23746,1,598
-36.716,-1.85,0.19546,1.1417,0.13019,-0.0048146,-0.0048146,0.11466,0.42692,1,260
-36.716,-1.85,3.3647,1.2101,0.13443,0.0044734,0.0044734,0.078302,0.57308,1,260
-35.716,-4.85,4.4933,0.96108,1.5413,-0.028905,-0.028905,0.10626,1,1,36
-35.716,-3.85,3.4741,1.0908,0.16584,-0.027715,-0.027715,0.11205,0.74658,1,222
-35.716,-3.85,6.2164,1.0327,0.27846,0.035282,0.035282,0.10087,0.25342,1,222
-35.716,-2.85,0.18623,1.095,0.11591,-0.0028823,-0.0028823,0.07889,0.29701,1,690
-35.716,-2.85,3.5016,1.1194,0.14649,-0.02203,-0.02203,0.084531,0.70299,1,690
-35.716,-1.85,0.34447,1.117,0.12547,-0.0066214,-0.0066214,0.096943,0.44208,1,481
-35.716,-1.85,3.5781,1.1224,0.1568,-0.021214,-0.021214,0.082059,0.55792,1,481
-35.716,-0.85,0.64545,1.1577,0.16048,-0.047478,-0.047478,0.12766,0.54777,1,64
-35.716,-0.85,3.6519,1.0592,0.23195,0.016711,0.016711,0.15004,0.45223,1,64
-34.716,-4.85,5.1696,0.93037,1.483,0.16475,0.16475,0.14156,1,1,18
-34.716,-3.85,3.6055,0.99771,0.1661,-0.016704,-0.016704,0.09764,0.73874,1,180
-34.716,-3.85,6.2545,1.1226,0.14829,0.0326,0.0326,0.12955,0.26126,1,180
-34.716,-2.85,3.5995,1.0744,0.13789,-0.01123,-0.01123,0.084723,0.79301,1,672
-34.716,-2.85,0.2491,1.0988,0.13526,0.0027574,0.0027574,0.09744,0.20699,1,672
-34.716,-1.85,3.6397,1.1005,0.15588,-0.014438,-0.014438,0.093617,0.66623,1,723
-34.716,-1.85,0.43624,1.117,0.13336,0.010755,0.010755,0.10154,0.33377,1,723
